IncidentNumber	AgencyNumber	FromDate	DrugType	Address1	Address2	City	ZIP	LocationType1	LocationType2	SuspectNumber	Race	Age	Sex	TypeofCriminalActivity	OhioRevisedCode
"20140874"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	"U"	"292511C1"
"20140874"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	"U"	"292511C6"
"20140874"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	"U"	"292512"
"20140874"	"OH0730200"	41743.7701388889	8.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	""	"291922A"
"20140874"	"OH0730200"	41743.7701388889	8.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	"U"	"292511C1"
"20140874"	"OH0730200"	41743.7701388889	8.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	"U"	"292511C6"
"20140874"	"OH0730200"	41743.7701388889	8.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	"U"	"292512"
"20141064"	"OH0730200"	41745.7340277778	6.0	"3000 Gallia Street"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	32.0	"M"	"D"	"292503C1"
"20141064"	"OH0730200"	41745.7340277778	6.0	"3000 Gallia Street"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	32.0	"M"	"D"	"292503C2"
"20141119"	"OH0730200"	41767.1451388889	1.0	"500 Broadway St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	32.0	"F"	"P"	"292511C2"
"20141119"	"OH0730200"	41767.1451388889	1.0	"500 Broadway St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	32.0	"F"	"P"	"292511C6"
"20141248"	"OH0730200"	41744.3791666667	1.0	"212 Offnere St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	26.0	"M"	"U"	"292511C6"
"20141269"	"OH0730200"	41780.9555555556	8.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		1.0	"W"	24.0	"M"	""	"291302"
"20141269"	"OH0730200"	41780.9555555556	8.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		1.0	"W"	24.0	"M"	""	"292324"
"20141269"	"OH0730200"	41780.9555555556	8.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		1.0	"W"	24.0	"M"	"U"	"292511C2"
"20141269"	"OH0730200"	41780.9555555556	8.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		1.0	"W"	24.0	"M"	"U"	"292511C3"
"20141565"	"OH0730200"	41811.4534722222	8.0	"1430 11th St"	"Family Dollar - 11th St"	"Portsmouth"	45662.0	39.0		1.0	"W"	46.0	"F"	""	"292131"
"20141565"	"OH0730200"	41811.4534722222	8.0	"1430 11th St"	"Family Dollar - 11th St"	"Portsmouth"	45662.0	39.0		1.0	"W"	46.0	"F"	"B"	"292511C1"
"20141565"	"OH0730200"	41811.4534722222	8.0	"1430 11th St"	"Family Dollar - 11th St"	"Portsmouth"	45662.0	39.0		1.0	"W"	46.0	"F"	"B"	"292511C2"
"20141574"	"OH0730200"	41812.0770833333	1.0	"1805 27th St"	"SOMC Main Campus"	"Portsmouth"	45662.0	11.0		1.0	"W"	27.0	"M"	"B"	"291351"
"20141574"	"OH0730200"	41812.0770833333	1.0	"1805 27th St"	"SOMC Main Campus"	"Portsmouth"	45662.0	11.0		1.0	"W"	27.0	"M"	"B"	"292313"
"20141574"	"OH0730200"	41812.0770833333	1.0	"1805 27th St"	"SOMC Main Campus"	"Portsmouth"	45662.0	11.0		1.0	"W"	27.0	"M"	"B"	"292511"
"20141574"	"OH0730200"	41812.0770833333	4.0	"1805 27th St"	"SOMC Main Campus"	"Portsmouth"	45662.0	11.0		1.0	"W"	27.0	"M"	"B"	"291351"
"20141574"	"OH0730200"	41812.0770833333	4.0	"1805 27th St"	"SOMC Main Campus"	"Portsmouth"	45662.0	11.0		1.0	"W"	27.0	"M"	"B"	"292313"
"20141574"	"OH0730200"	41812.0770833333	4.0	"1805 27th St"	"SOMC Main Campus"	"Portsmouth"	45662.0	11.0		1.0	"W"	27.0	"M"	"B"	"292511"
"20141611"	"OH0730200"	41815.4881944444	1.0	"2034 11th St"	"Party Connection"	"Portsmouth"	45662.0	48.0		1.0	"W"	26.0	"M"	"U"	"292511C6"
"20141685"	"OH0730200"	41821.8694444444	1.0	"1515 Summit St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	23.0	"M"	"U"	"292511C6"
"20142015"	"OH0730200"	41858.7076388889	1.0	"1922 Grandview Av"	"Hilltop Market"	"Portsmouth"	45662.0	52.0		1.0	"W"	46.0	"M"	""	"292133"
"20142015"	"OH0730200"	41858.7076388889	1.0	"1922 Grandview Av"	"Hilltop Market"	"Portsmouth"	45662.0	52.0		1.0	"W"	46.0	"M"	""	"2921331"
"20142015"	"OH0730200"	41858.7076388889	1.0	"1922 Grandview Av"	"Hilltop Market"	"Portsmouth"	45662.0	52.0		1.0	"W"	46.0	"M"	""	"451119A1A"
"20142015"	"OH0730200"	41858.7076388889	1.0	"1922 Grandview Av"	"Hilltop Market"	"Portsmouth"	45662.0	52.0		1.0	"W"	46.0	"M"	"U"	"292511C6"
"20142015"	"OH0730200"	41858.7076388889	1.0	"1922 Grandview Av"	"Hilltop Market"	"Portsmouth"	45662.0	52.0		1.0	"W"	46.0	"M"	"U"	"292512"
"20142469"	"OH0730200"	41897.2041666667	1.0	"2000 6th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	39.0	"M"	"U"	"292511"
"20142469"	"OH0730200"	41897.2041666667	1.0	"2000 6th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	39.0	"M"	"U"	"292511C2"
"20142469"	"OH0730200"	41897.2041666667	1.0	"2000 6th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	39.0	"M"	"U"	"292511C6"
"20142469"	"OH0730200"	41897.2041666667	1.0	"2000 6th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	39.0	"M"	"U"	"292512"
"20142599"	"OH0730200"	41906.7840277778	2.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C1"
"20142599"	"OH0730200"	41906.7840277778	2.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C2"
"20142599"	"OH0730200"	41906.7840277778	2.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C3"
"20142599"	"OH0730200"	41906.7840277778	3.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C1"
"20142599"	"OH0730200"	41906.7840277778	3.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C2"
"20142599"	"OH0730200"	41906.7840277778	3.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C3"
"20142599"	"OH0730200"	41906.7840277778	8.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C1"
"20142599"	"OH0730200"	41906.7840277778	8.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C2"
"20142599"	"OH0730200"	41906.7840277778	8.0	"671 Lynn St"	"Winchester Av / Lynn St"	"SCIOTOVILLE"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292503C3"
"20142693"	"OH0730200"	41914.9354166667	6.0	"0 8th St / Murray St"	"8th St / Murray St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	38.0	"F"	"U"	"292511"
"20142693"	"OH0730200"	41914.9354166667	6.0	"0 8th St / Murray St"	"8th St / Murray St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	38.0	"F"	"U"	"292514"
"20142781"	"OH0730200"	41924.4548611111	5.0	"1817 Summit St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	21.0	"M"	"N"	"290311"
"20142781"	"OH0730200"	41924.4548611111	5.0	"1817 Summit St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	21.0	"M"	"P"	"292511C2"
"20143139"	"OH0730200"	41958.7222222222	1.0	"2330 17th St"	"Sunset Bowling Lanes"	"Portsmouth"	45662.0	77.0		1.0	"W"	41.0	"M"	"U"	"292511C6"
"20143352"	"OH0730200"	41988.6430555556	6.0	"2507 Gallia St"	"Save A Lot"	"Portsmouth"	45662.0	48.0		1.0	"W"	43.0	"F"	"U"	"292511C1"
"20143352"	"OH0730200"	41988.6430555556	6.0	"2507 Gallia St"	"Save A Lot"	"Portsmouth"	45662.0	48.0		1.0	"W"	43.0	"F"	"U"	"292511C4"
"20143352"	"OH0730200"	41988.6430555556	8.0	"2507 Gallia St"	"Save A Lot"	"Portsmouth"	45662.0	48.0		1.0	"W"	43.0	"F"	"U"	"292511C1"
"20143352"	"OH0730200"	41988.6430555556	8.0	"2507 Gallia St"	"Save A Lot"	"Portsmouth"	45662.0	48.0		1.0	"W"	43.0	"F"	"U"	"292511C4"
"20143403"	"OH0730200"	41995.6180555556	1.0	"1500 Kendall Av"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	31.0	"M"	"U"	"292511C3"
"20143403"	"OH0730200"	41995.6180555556	1.0	"1500 Kendall Av"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	31.0	"M"	"U"	"292511C6"
"20150074"	"OH0730200"	42014.8611111111	6.0	"502 Broadway St"	""	"Portsmouth"	45662.0	2.0		1.0	"W"	34.0	"F"	"U"	"292511"
"20150074"	"OH0730200"	42014.8611111111	6.0	"502 Broadway St"	""	"Portsmouth"	45662.0	2.0		1.0	"W"	34.0	"F"	"U"	"292511C1"
"20150263"	"OH0730200"	42039.5291666667	8.0	"2910 Scioto Tr"	"Wendys Scioto Tr"	"Portsmouth"	45662.0	28.0		1.0	"W"	29.0	"F"	""	"292324"
"20150263"	"OH0730200"	42039.5291666667	8.0	"2910 Scioto Tr"	"Wendys Scioto Tr"	"Portsmouth"	45662.0	28.0		1.0	"W"	29.0	"F"	"D"	"292503C2"
"20150308"	"OH0730200"	42045.0958333333	3.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	""	"292324"
"20150308"	"OH0730200"	42045.0958333333	3.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"P"	"292511"
"20150308"	"OH0730200"	42045.0958333333	3.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"P"	"292511C2"
"20150308"	"OH0730200"	42045.0958333333	3.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"P"	"292514"
"20150308"	"OH0730200"	42045.0958333333	3.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"U"	"292513"
"20150308"	"OH0730200"	42045.0958333333	8.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	""	"292324"
"20150308"	"OH0730200"	42045.0958333333	8.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"P"	"292511"
"20150308"	"OH0730200"	42045.0958333333	8.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"P"	"292511C2"
"20150308"	"OH0730200"	42045.0958333333	8.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"P"	"292514"
"20150308"	"OH0730200"	42045.0958333333	8.0	"1909 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"B"	43.0	"F"	"U"	"292513"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		1.0	"B"	28.0	"M"	"P"	"292511C6"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		1.0	"B"	28.0	"M"	"P"	"292512"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		1.0	"B"	28.0	"M"	"P"	"292514"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		2.0	"B"	40.0	"M"	"P"	"292511C6"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		2.0	"B"	40.0	"M"	"P"	"292512"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		2.0	"B"	40.0	"M"	"P"	"292514"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		3.0	"W"	26.0	"M"	"P"	"292511C6"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		3.0	"W"	26.0	"M"	"P"	"292512"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		3.0	"W"	26.0	"M"	"P"	"292514"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		4.0	"W"	29.0	"M"	"P"	"292511C6"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		4.0	"W"	29.0	"M"	"P"	"292512"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		4.0	"W"	29.0	"M"	"P"	"292514"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		5.0	"W"	23.0	"F"	"P"	"292511C6"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		5.0	"W"	23.0	"F"	"P"	"292512"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		5.0	"W"	23.0	"F"	"P"	"292514"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		6.0	"W"	26.0	"F"	"P"	"292511C6"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		6.0	"W"	26.0	"F"	"P"	"292512"
"20150554"	"OH0730200"	42078.48125	1.0	"1701 17th St"	"PMHA"	"Portsmouth"	45662.0	2.0		6.0	"W"	26.0	"F"	"P"	"292514"
"20150561"	"OH0730200"	42078.9638888889	8.0	"1200 8th St"	"8th St / Brown St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	23.0	"M"	"U"	"292511C2"
"20150561"	"OH0730200"	42078.9638888889	8.0	"1200 8th St"	"8th St / Brown St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	23.0	"M"	"U"	"292514"
"20150633"	"OH0730200"	42086.8270833333	8.0	"500 Lincoln St"	"5th St / Lincoln St"	""	45662.0	47.0		1.0	"W"	56.0	"M"	""	"451119A1A"
"20150633"	"OH0730200"	42086.8270833333	8.0	"500 Lincoln St"	"5th St / Lincoln St"	""	45662.0	47.0		1.0	"W"	56.0	"M"	"U"	"292511C1"
"20150904"	"OH0730200"	42115.6048611111	8.0	"1510 Gallia St"	"Dollar General Store"	"Portsmouth"	45662.0	48.0		1.0	"W"	45.0	"M"	"U"	"292511"
"20151001"	"OH0730200"	42126.1486111111	1.0	"1600 Kendall Av"	"Royal Inn"	"PORTSMOUTH"	45662.0	4.0		1.0	"W"	52.0	"M"	"U"	"292511C4"
"20151001"	"OH0730200"	42126.1486111111	1.0	"1600 Kendall Av"	"Royal Inn"	"PORTSMOUTH"	45662.0	4.0		1.0	"W"	52.0	"M"	"U"	"292511C6"
"20151247"	"OH0730200"	42148.1791666667	6.0	"1608 7th St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	37.0	"M"	""	"292131"
"20151247"	"OH0730200"	42148.1791666667	6.0	"1608 7th St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	37.0	"M"	"U"	"292511C1"
"20151247"	"OH0730200"	42148.1791666667	6.0	"1608 7th St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	37.0	"M"	"U"	"292514"
"20151277"	"OH0730200"	42150.5895833333	1.0	"1600 Robinson Av"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	39.0	"M"	"P"	"292511C6"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	29.0	"M"	"D"	"292503C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	29.0	"M"	"D"	"292511C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	29.0	"M"	"U"	"292511C6"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	29.0	"M"	"U"	"292512"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	29.0	"M"	"U"	"292514"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	30.0	"M"	"D"	"292503C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	30.0	"M"	"D"	"292511C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	30.0	"M"	"U"	"292511C6"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	30.0	"M"	"U"	"292512"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	30.0	"M"	"U"	"292514"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		3.0	"W"	28.0	"M"	"D"	"292503C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		3.0	"W"	28.0	"M"	"D"	"292511C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		3.0	"W"	28.0	"M"	"U"	"292511C6"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		3.0	"W"	28.0	"M"	"U"	"292512"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		3.0	"W"	28.0	"M"	"U"	"292514"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		4.0	"B"	41.0	"M"	"D"	"292503C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		4.0	"B"	41.0	"M"	"D"	"292511C4"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		4.0	"B"	41.0	"M"	"U"	"292511C6"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		4.0	"B"	41.0	"M"	"U"	"292512"
"20151316"	"OH0730200"	42154.6604166667	1.0	"1616 Robinson Av"	""	"Portsmouth"	45662.0	1.0		4.0	"B"	41.0	"M"	"U"	"292514"
"20151401"	"OH0730200"	42163.9479166667	1.0	"1910 Kendall Av"	"PMHA Kendall - 1910"	"Portsmouth"	45662.0	2.0		1.0	"W"	29.0	"M"	"D"	"292503C6"
"20151401"	"OH0730200"	42163.9479166667	1.0	"1910 Kendall Av"	"PMHA Kendall - 1910"	"Portsmouth"	45662.0	2.0		1.0	"W"	29.0	"M"	"P"	"292313"
"20151401"	"OH0730200"	42163.9479166667	1.0	"1910 Kendall Av"	"PMHA Kendall - 1910"	"Portsmouth"	45662.0	2.0		1.0	"W"	29.0	"M"	"P"	"292511C6"
"20151467"	"OH0730200"	42170.8770833333	6.0	"414 Sinton St"	""	"Portsmouth"	45662.0	2.0		1.0	"W"	51.0	"F"	"U"	"292511C1"
"20151504"	"OH0730200"	42173.5895833333	8.0	"1417 Center St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	23.0	"M"	"P"	"292511C2"
"20151525"	"OH0730200"	42174.7909722222	1.0	"1810 Kendall Av"	"PMHA Kendall - 1810"	"Portsmouth"	45662.0	2.0		1.0	"W"	27.0	"M"	"U"	"292511C4"
"20151525"	"OH0730200"	42174.7909722222	1.0	"1810 Kendall Av"	"PMHA Kendall - 1810"	"Portsmouth"	45662.0	2.0		1.0	"W"	27.0	"M"	"U"	"292511C6"
"20151595"	"OH0730200"	42180.7680555556	8.0	"2000 Thomas Av"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	34.0	"M"	""	"293743"
"20151595"	"OH0730200"	42180.7680555556	8.0	"2000 Thomas Av"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	34.0	"M"	"U"	"292511C2"
"20151653"	"OH0730200"	42186.1291666667	1.0	"600 Lincoln St"	"600 Block Lincoln St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	37.0	"M"	"U"	"292511C6"
"20151653"	"OH0730200"	42186.1291666667	1.0	"600 Lincoln St"	"600 Block Lincoln St"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	20.0	"M"	"U"	"292511C6"
"20151779"	"OH0730200"	42197.0229166667	1.0	"609 9th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	43.0	"F"	"U"	"292511C6"
"20151791"	"OH0730200"	42198.8083333333	1.0	"605 Offnere St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	28.0	"F"	"U"	"292511C6"
"20151791"	"OH0730200"	42198.8083333333	1.0	"605 Offnere St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	28.0	"F"	"U"	"292512"
"20151791"	"OH0730200"	42198.8083333333	1.0	"605 Offnere St"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	41.0	"F"	"U"	"292511C6"
"20151791"	"OH0730200"	42198.8083333333	1.0	"605 Offnere St"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	41.0	"F"	"U"	"292512"
"20151983"	"OH0730200"	42215.1034722222	1.0	"1000 Waller St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	24.0	"M"	""	"451119A1A"
"20151983"	"OH0730200"	42215.1034722222	1.0	"1000 Waller St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	24.0	"M"	"P"	"292511C2"
"20151983"	"OH0730200"	42215.1034722222	1.0	"1000 Waller St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	24.0	"M"	"P"	"292511C6"
"20152036"	"OH0730200"	42219.0840277778	1.0	"1417 Center St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	17.0	"M"	""	"291800"
"20152036"	"OH0730200"	42219.0840277778	1.0	"1417 Center St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	17.0	"M"	""	"292324"
"20152036"	"OH0730200"	42219.0840277778	1.0	"1417 Center St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	17.0	"M"	""	"293743"
"20152036"	"OH0730200"	42219.0840277778	1.0	"1417 Center St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	17.0	"M"	"D"	"292503C6"
"20152036"	"OH0730200"	42219.0840277778	1.0	"1417 Center St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	17.0	"M"	"U"	"292511C6"
"20152075"	"OH0730200"	42221.31875	8.0	"2350 17th St"	"Oasis Convenient Mart"	"Portsmouth"	45662.0	48.0		1.0	"W"	37.0	"M"	"P"	"292511"
"20152201"	"OH0730200"	42230.9284722222	1.0	"56 James St"	"Branch Rickey Park - Spartan Stadiu"	"tadiu     Portsmouth"	45662.0	52.0		1.0	"W"	33.0	"F"	"P"	"292511C6"
"20152305"	"OH0730200"	42241.1	1.0	"1300 14th St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	28.0	"M"	""	"292324"
"20152305"	"OH0730200"	42241.1	1.0	"1300 14th St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	28.0	"M"	"D"	"292503C3"
"20152305"	"OH0730200"	42241.1	1.0	"1300 14th St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	28.0	"M"	"D"	"292503C4"
"20152305"	"OH0730200"	42241.1	1.0	"1300 14th St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	28.0	"M"	"D"	"292503C6"
"20152305"	"OH0730200"	42241.1	1.0	"1300 14th St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	28.0	"M"	"D"	"292511C4"
"20152305"	"OH0730200"	42241.1	1.0	"1300 14th St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	28.0	"M"	"U"	"292511C6"
"20152351"	"OH0730200"	42246.2493055556	1.0	"2401 Gallia St"	"Speedway"	"Portsmouth"	45662.0	29.0		1.0	"W"	45.0	"M"	"U"	"292511C6"
"20152351"	"OH0730200"	42246.2493055556	4.0	"2401 Gallia St"	"Speedway"	"Portsmouth"	45662.0	29.0		1.0	"W"	45.0	"M"	"U"	"292511C6"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	2.0		1.0	"B"	26.0	"M"	""	"292112"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	2.0		1.0	"B"	26.0	"M"	""	"293743"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	2.0		1.0	"B"	26.0	"M"	"P"	"292511"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	2.0		1.0	"B"	26.0	"M"	"P"	"292511C2"
